Feature ID	Taxon
ref_mOTU_v31_00086	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; m__ref_mOTU_v31_00086
ref_mOTU_v31_00087	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Raoultella; m__ref_mOTU_v31_00087
ref_mOTU_v31_00095	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia; m__ref_mOTU_v31_00095
ref_mOTU_v31_00096	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; m__ref_mOTU_v31_00096
ref_mOTU_v31_00102	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; m__ref_mOTU_v31_00102
ref_mOTU_v31_00182	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; m__ref_mOTU_v31_00182
ref_mOTU_v31_00282	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; m__ref_mOTU_v31_00282
ref_mOTU_v31_00283	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; m__ref_mOTU_v31_00283
ref_mOTU_v31_00301	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; m__ref_mOTU_v31_00301
ref_mOTU_v31_00312	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; m__ref_mOTU_v31_00312
ref_mOTU_v31_00318	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; m__ref_mOTU_v31_00318
ref_mOTU_v31_00321	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; m__ref_mOTU_v31_00321
ref_mOTU_v31_00322	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; m__ref_mOTU_v31_00322
ref_mOTU_v31_00340	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; m__ref_mOTU_v31_00340
ref_mOTU_v31_00344	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; m__ref_mOTU_v31_00344
ref_mOTU_v31_00346	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; m__ref_mOTU_v31_00346
ref_mOTU_v31_00504	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; m__ref_mOTU_v31_00504
ref_mOTU_v31_00719	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Eggerthella; m__ref_mOTU_v31_00719
ref_mOTU_v31_00721	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Clostridioides; m__ref_mOTU_v31_00721
ref_mOTU_v31_00800	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; m__ref_mOTU_v31_00800
ref_mOTU_v31_00801	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; m__ref_mOTU_v31_00801
ref_mOTU_v31_00830	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; m__ref_mOTU_v31_00830
ref_mOTU_v31_00853	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; m__ref_mOTU_v31_00853
ref_mOTU_v31_00855	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_00855
ref_mOTU_v31_00856	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; m__ref_mOTU_v31_00856
ref_mOTU_v31_00857	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; m__ref_mOTU_v31_00857
ref_mOTU_v31_00859	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; m__ref_mOTU_v31_00859
ref_mOTU_v31_00860	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; m__ref_mOTU_v31_00860
ref_mOTU_v31_00861	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; m__ref_mOTU_v31_00861
ref_mOTU_v31_01001	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; m__ref_mOTU_v31_01001
ref_mOTU_v31_01002	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; m__ref_mOTU_v31_01002
ref_mOTU_v31_01004	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; m__ref_mOTU_v31_01004
ref_mOTU_v31_01006	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; m__ref_mOTU_v31_01006
ref_mOTU_v31_01014	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; m__ref_mOTU_v31_01014
ref_mOTU_v31_01017	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; m__ref_mOTU_v31_01017
ref_mOTU_v31_01039	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; m__ref_mOTU_v31_01039
ref_mOTU_v31_01061	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dielma; m__ref_mOTU_v31_01061
ref_mOTU_v31_01068	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; m__ref_mOTU_v31_01068
ref_mOTU_v31_01077	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; m__ref_mOTU_v31_01077
ref_mOTU_v31_01098	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; m__ref_mOTU_v31_01098
ref_mOTU_v31_01099	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; m__ref_mOTU_v31_01099
ref_mOTU_v31_01348	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; m__ref_mOTU_v31_01348
ref_mOTU_v31_01349	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; m__ref_mOTU_v31_01349
ref_mOTU_v31_01350	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; m__ref_mOTU_v31_01350
ref_mOTU_v31_01579	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_01579
ref_mOTU_v31_01594	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_01594
ref_mOTU_v31_01595	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; m__ref_mOTU_v31_01595
ref_mOTU_v31_01597	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_01597
ref_mOTU_v31_01606	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_01606
ref_mOTU_v31_01657	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_01657
ref_mOTU_v31_01683	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; m__ref_mOTU_v31_01683
ref_mOTU_v31_01685	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; m__ref_mOTU_v31_01685
ref_mOTU_v31_01938	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; m__ref_mOTU_v31_01938
ref_mOTU_v31_01939	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; m__ref_mOTU_v31_01939
ref_mOTU_v31_01940	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; m__ref_mOTU_v31_01940
ref_mOTU_v31_01941	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; m__ref_mOTU_v31_01941
ref_mOTU_v31_01949	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; m__ref_mOTU_v31_01949
ref_mOTU_v31_01958	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Slackia; m__ref_mOTU_v31_01958
ref_mOTU_v31_02114	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia; m__ref_mOTU_v31_02114
ref_mOTU_v31_02135	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_02135
ref_mOTU_v31_02140	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_02140
ref_mOTU_v31_02152	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_02152
ref_mOTU_v31_02154	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_02154
ref_mOTU_v31_02158	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Butyricicoccus; m__ref_mOTU_v31_02158
ref_mOTU_v31_02161	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Butyricimonas; m__ref_mOTU_v31_02161
ref_mOTU_v31_02190	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerotignum; m__ref_mOTU_v31_02190
ref_mOTU_v31_02367	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_02367
ref_mOTU_v31_02372	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; m__ref_mOTU_v31_02372
ref_mOTU_v31_02373	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; m__ref_mOTU_v31_02373
ref_mOTU_v31_02374	k__Bacteria; p__Firmicutes; c__Firmicutes class [Clostridia/Bacilli]; o__Firmicutes order [Clostridiales/Lactobacillales]; f__Firmicutes fam. [Lachnospiraceae/Lactobacillaceae]; g__Firmicutes gen. [Lactobacillus/Lachnospira]; m__ref_mOTU_v31_02374
ref_mOTU_v31_02376	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; m__ref_mOTU_v31_02376
ref_mOTU_v31_02384	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; m__ref_mOTU_v31_02384
ref_mOTU_v31_02391	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; m__ref_mOTU_v31_02391
ref_mOTU_v31_02555	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; m__ref_mOTU_v31_02555
ref_mOTU_v31_02680	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Fusicatenibacter; m__ref_mOTU_v31_02680
ref_mOTU_v31_02698	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; m__ref_mOTU_v31_02698
ref_mOTU_v31_02700	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; m__ref_mOTU_v31_02700
ref_mOTU_v31_02701	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; m__ref_mOTU_v31_02701
ref_mOTU_v31_02703	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; m__ref_mOTU_v31_02703
ref_mOTU_v31_02743	k__Bacteria; p__Firmicutes; c__Firmicutes class [Clostridia/Erysipelotrichia]; o__Firmicutes order [Clostridiales/Erysipelotrichales]; f__Firmicutes fam. [Erysipelotrichaceae/Peptostreptococcaceae]; g__Firmicutes gen. [Erysipelatoclostridium/Clostridioides]; m__ref_mOTU_v31_02743
ref_mOTU_v31_02790	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; m__ref_mOTU_v31_02790
ref_mOTU_v31_02792	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; m__ref_mOTU_v31_02792
ref_mOTU_v31_02809	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_02809
ref_mOTU_v31_02810	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_02810
ref_mOTU_v31_02864	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; m__ref_mOTU_v31_02864
ref_mOTU_v31_02968	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]; g__Clostridiales gen. [Clostridium/Flavonifractor]; m__ref_mOTU_v31_02968
ref_mOTU_v31_02970	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; m__ref_mOTU_v31_02970
ref_mOTU_v31_02971	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Flavonifractor; m__ref_mOTU_v31_02971
ref_mOTU_v31_03066	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Sutterella; m__ref_mOTU_v31_03066
ref_mOTU_v31_03069	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; m__ref_mOTU_v31_03069
ref_mOTU_v31_03116	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; m__ref_mOTU_v31_03116
ref_mOTU_v31_03341	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Oscillospiraceae; g__Oscillibacter; m__ref_mOTU_v31_03341
ref_mOTU_v31_03342	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_03342
ref_mOTU_v31_03343	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_03343
ref_mOTU_v31_03432	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; m__ref_mOTU_v31_03432
ref_mOTU_v31_03437	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; m__ref_mOTU_v31_03437
ref_mOTU_v31_03442	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; m__ref_mOTU_v31_03442
ref_mOTU_v31_03446	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Eisenbergiella; m__ref_mOTU_v31_03446
ref_mOTU_v31_03473	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_03473
ref_mOTU_v31_03474	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_03474
ref_mOTU_v31_03475	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_03475
ref_mOTU_v31_03476	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; m__ref_mOTU_v31_03476
ref_mOTU_v31_03571	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Finegoldia; m__ref_mOTU_v31_03571
ref_mOTU_v31_03591	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; m__ref_mOTU_v31_03591
ref_mOTU_v31_03594	k__Bacteria; p__Bacteria phylum [Proteobacteria/Firmicutes]; c__Bacteria class [Alphaproteobacteria/Bacilli]; o__Bacteria order [Lactobacillales/Rhodospirillales]; f__Bacteria fam. [Lactobacillaceae/Rhodospirillaceae]; g__Bacteria gen. [Rhodospirillum/Lactobacillus/Azospirillum]; m__ref_mOTU_v31_03594
ref_mOTU_v31_03595	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella; m__ref_mOTU_v31_03595
ref_mOTU_v31_03597	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_03597
ref_mOTU_v31_03618	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_03618
ref_mOTU_v31_03621	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_03621
ref_mOTU_v31_03626	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; m__ref_mOTU_v31_03626
ref_mOTU_v31_03628	k__Bacteria; p__; c__; o__; f__; g__; m__ref_mOTU_v31_03628
ref_mOTU_v31_03630	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; m__ref_mOTU_v31_03630
ref_mOTU_v31_03632	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; m__ref_mOTU_v31_03632
ref_mOTU_v31_03633	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; m__ref_mOTU_v31_03633
ref_mOTU_v31_03640	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; m__ref_mOTU_v31_03640
ref_mOTU_v31_03641	k__Bacteria; p__Firmicutes; c__Firmicutes class [Negativicutes/Bacilli]; o__Firmicutes order [Acidaminococcales/Lactobacillales]; f__Firmicutes fam. [Carnobacteriaceae/Acidaminococcaceae]; g__Firmicutes gen. [Carnobacterium/Phascolarctobacterium]; m__ref_mOTU_v31_03641
ref_mOTU_v31_03647	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; m__ref_mOTU_v31_03647
ref_mOTU_v31_03650	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; m__ref_mOTU_v31_03650
ref_mOTU_v31_03657	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; m__ref_mOTU_v31_03657
ref_mOTU_v31_03658	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]; g__Clostridiales gen. [Ruminococcus/Blautia]; m__ref_mOTU_v31_03658
ref_mOTU_v31_03659	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_03659
ref_mOTU_v31_03660	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_03660
ref_mOTU_v31_03661	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales fam. [Lachnospiraceae/Clostridiaceae/Ruminococcaceae]; g__Clostridiales gen. [Ruminococcus/Clostridium/Blautia]; m__ref_mOTU_v31_03661
ref_mOTU_v31_03662	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_03662
ref_mOTU_v31_03667	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Coprobacter; m__ref_mOTU_v31_03667
ref_mOTU_v31_03668	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; m__ref_mOTU_v31_03668
ref_mOTU_v31_03670	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_03670
ref_mOTU_v31_03672	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; m__ref_mOTU_v31_03672
ref_mOTU_v31_03673	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; m__ref_mOTU_v31_03673
ref_mOTU_v31_03674	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella; m__ref_mOTU_v31_03674
ref_mOTU_v31_03680	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_03680
ref_mOTU_v31_03681	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; m__ref_mOTU_v31_03681
ref_mOTU_v31_03682	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; m__ref_mOTU_v31_03682
ref_mOTU_v31_03683	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; m__ref_mOTU_v31_03683
ref_mOTU_v31_03687	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; m__ref_mOTU_v31_03687
ref_mOTU_v31_03688	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; m__ref_mOTU_v31_03688
ref_mOTU_v31_03689	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Tyzzerella; m__ref_mOTU_v31_03689
ref_mOTU_v31_03690	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; m__ref_mOTU_v31_03690
ref_mOTU_v31_03691	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; m__ref_mOTU_v31_03691
ref_mOTU_v31_03692	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; m__ref_mOTU_v31_03692
ref_mOTU_v31_03693	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; m__ref_mOTU_v31_03693
ref_mOTU_v31_03697	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Odoribacter; m__ref_mOTU_v31_03697
ref_mOTU_v31_03698	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; m__ref_mOTU_v31_03698
ref_mOTU_v31_03700	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; m__ref_mOTU_v31_03700
ref_mOTU_v31_03701	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; m__ref_mOTU_v31_03701
ref_mOTU_v31_03702	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; m__ref_mOTU_v31_03702
ref_mOTU_v31_03703	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; m__ref_mOTU_v31_03703
ref_mOTU_v31_03804	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; m__ref_mOTU_v31_03804
ref_mOTU_v31_03901	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; m__ref_mOTU_v31_03901
ref_mOTU_v31_03928	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; m__ref_mOTU_v31_03928
ref_mOTU_v31_04030	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomycetaceae gen. [Actinomyces/Schaalia]; m__ref_mOTU_v31_04030
ref_mOTU_v31_04085	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; m__ref_mOTU_v31_04085
ref_mOTU_v31_04194	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; m__ref_mOTU_v31_04194
ref_mOTU_v31_04300	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; m__ref_mOTU_v31_04300
